question_type,question,answer,player_id,player_name,club_id,club_name,league_id,league_name,reasoning_path
pattern_e_team_league,Which league does the team of halil akbunar play in?,turkish super league,Q1571109,halil akbunar,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,halil akbunar --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of çağlayan alpsatan play in?,turkish super league,Q15855969,çağlayan alpsatan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,çağlayan alpsatan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of muhammed ali doğan play in?,turkish super league,Q15879323,muhammed ali doğan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,muhammed ali doğan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Veysel Aksu play in?,turkish super league,Q1622596,Veysel Aksu,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Veysel Aksu --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Muhammet Akyildiz play in?,turkish super league,Q16909049,Muhammet Akyildiz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Muhammet Akyildiz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of kemal tokak play in?,turkish super league,Q1699998,kemal tokak,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,kemal tokak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Köksal Yedek play in?,turkish super league,Q1748946,Köksal Yedek,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Köksal Yedek --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of çağlar şahin akbaba play in?,turkish super league,Q18030084,çağlar şahin akbaba,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,çağlar şahin akbaba --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,"Which league does the team of Kilinc, David play in?",turkish super league,Q18411280,"Kilinc, David",Q1127498,sanica boru elâzığspor,Q485568,turkish super league,"Kilinc, David --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league"
pattern_e_team_league,Which league does the team of Zeki Korkmaz play in?,turkish super league,Q187264,Zeki Korkmaz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Zeki Korkmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mehmet al play in?,turkish super league,Q1917306,mehmet al,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,mehmet al --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Turkmehmet play in?,turkish super league,Q1917362,Mehmet Turkmehmet,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Mehmet Turkmehmet --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sözgelmez play in?,turkish super league,Q1953556,sözgelmez,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,sözgelmez --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of miško mirkovic play in?,turkish super league,Q1985766,miško mirkovic,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,miško mirkovic --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Kulbilge play in?,turkish super league,Q2000793,Kulbilge,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Kulbilge --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of nurullah saglam play in?,turkish super league,Q2005435,nurullah saglam,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,nurullah saglam --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of oguzhan bahadir play in?,turkish super league,Q2043180,oguzhan bahadir,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,oguzhan bahadir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Richard Kingson play in?,turkish super league,Q217097,Richard Kingson,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Richard Kingson --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Bahadir Ozturk play in?,turkish super league,Q22342693,Bahadir Ozturk,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Bahadir Ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,"Which league does the team of ağçay, sedat play in?",turkish super league,Q2264245,"ağçay, sedat",Q1127498,sanica boru elâzığspor,Q485568,turkish super league,"ağçay, sedat --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league"
pattern_e_team_league,Which league does the team of tolga özgen play in?,turkish super league,Q2439273,tolga özgen,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,tolga özgen --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of zulkuf ozer play in?,turkish super league,Q248064,zulkuf ozer,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,zulkuf ozer --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Volkan Yilmaz play in?,turkish super league,Q2530816,Volkan Yilmaz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Yusuf Kurtulus play in?,turkish super league,Q2541960,Yusuf Kurtulus,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ali gutda gokdemir play in?,turkish super league,Q2619059,ali gutda gokdemir,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of cağlar birinci play in?,turkish super league,Q272734,cağlar birinci,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Nas play in?,turkish super league,Q277944,Mehmet Nas,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sedat bayrak play in?,turkish super league,Q278065,sedat bayrak,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ersan Gueluem play in?,turkish super league,Q283737,Ersan Gueluem,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Onder Cengel play in?,turkish super league,Q297605,Onder Cengel,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Özgür Özkaya play in?,turkish super league,Q307856,Özgür Özkaya,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of murat tosun play in?,turkish super league,Q327428,murat tosun,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,murat tosun --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Boztepe play in?,turkish super league,Q327450,Mehmet Boztepe,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Aydin Karabulut play in?,turkish super league,Q327454,Aydin Karabulut,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Umit Tutunci play in?,turkish super league,Q334864,Umit Tutunci,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ibrahim kas play in?,turkish super league,Q343331,ibrahim kas,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of İlker Avcıbay play in?,turkish super league,Q343801,İlker Avcıbay,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Adem Alkasi play in?,turkish super league,Q355630,Adem Alkasi,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ahmet Görkem Görk play in?,turkish super league,Q401848,Ahmet Görkem Görk,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ahmet Şahin (footballer) play in?,turkish super league,Q402016,Ahmet Şahin (footballer),Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mustafa sarp play in?,turkish super league,Q426881,mustafa sarp,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of rıdvan şimşek play in?,turkish super league,Q444822,rıdvan şimşek,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Serdar Gürler play in?,turkish super league,Q472488,Serdar Gürler,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ali olmez play in?,turkish super league,Q4725333,ali olmez,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,ali olmez --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sezer badur play in?,turkish super league,Q479643,sezer badur,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,sezer badur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of bulent bal play in?,turkish super league,Q5005274,bulent bal,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,bulent bal --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of bülent ertuğrul play in?,turkish super league,Q526631,bülent ertuğrul,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of erhan namlı play in?,turkish super league,Q5385859,erhan namlı,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Erman Öncü play in?,turkish super league,Q5389873,Erman Öncü,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ertugrul arslan play in?,turkish super league,Q5395921,ertugrul arslan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Feridun Sungur play in?,turkish super league,Q5444316,Feridun Sungur,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Arif Şahin play in?,turkish super league,Q547786,Arif Şahin,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sinan ozkan play in?,turkish super league,Q550789,sinan ozkan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of atilla yıldırım play in?,turkish super league,Q551622,atilla yıldırım,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of guven guneri play in?,turkish super league,Q5627176,guven guneri,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,guven guneri --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Serdar Ozkan play in?,turkish super league,Q577265,Serdar Ozkan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of berk yıldız play in?,turkish super league,Q6085055,berk yıldız,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Hasan Ozer play in?,turkish super league,Q6091261,Hasan Ozer,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Kemal Ozdes play in?,turkish super league,Q6095974,Kemal Ozdes,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of erman kılıç play in?,turkish super league,Q617680,erman kılıç,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Tanju Kayhan play in?,turkish super league,Q634235,Tanju Kayhan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Korhan Ozturk play in?,turkish super league,Q6432248,Korhan Ozturk,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Taner Yalcin play in?,turkish super league,Q690145,Taner Yalcin,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Muharrem Uz play in?,turkish super league,Q6933005,Muharrem Uz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of murat selvi play in?,turkish super league,Q6937424,murat selvi,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,murat selvi --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of noyan öz play in?,turkish super league,Q7067345,noyan öz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,noyan öz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Oktay Kuday play in?,turkish super league,Q7082662,Oktay Kuday,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Deniz Yılmaz play in?,turkish super league,Q71390,Deniz Yılmaz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mehmet cakir play in?,turkish super league,Q725766,mehmet cakir,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of atacan ozturk play in?,turkish super league,Q753135,atacan ozturk,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Taner Demirbas play in?,turkish super league,Q7682558,Taner Demirbas,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of serdar ozbayraktar play in?,turkish super league,Q775542,serdar ozbayraktar,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Onur Ayık play in?,turkish super league,Q776593,Onur Ayık,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Batuhan Karadeniz play in?,turkish super league,Q811050,Batuhan Karadeniz,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Eser Yağmur play in?,turkish super league,Q820148,Eser Yağmur,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Murat Kalkan play in?,turkish super league,Q824377,Murat Kalkan,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of kenan şahin (footballer) play in?,turkish super league,Q836130,kenan şahin (footballer),Q1127498,sanica boru elâzığspor,Q485568,turkish super league,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Birol Hikmet play in?,turkish super league,Q865827,Birol Hikmet,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Orkun Uşak play in?,turkish super league,Q931253,Orkun Uşak,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,Orkun Uşak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of orhan ak play in?,turkish super league,Q937898,orhan ak,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,orhan ak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ismail isa mustafa play in?,turkish super league,Q970212,ismail isa mustafa,Q1127498,sanica boru elâzığspor,Q485568,turkish super league,ismail isa mustafa --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of egemen korkmaz play in?,Bank Asya 1.League,Q1114411,egemen korkmaz,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,egemen korkmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Enes Kubat play in?,Bank Asya 1.League,Q1121974,Enes Kubat,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Enes Kubat --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of deniz aslan play in?,Bank Asya 1.League,Q1187832,deniz aslan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,deniz aslan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Efecan Karaca play in?,Bank Asya 1.League,Q1226018,Efecan Karaca,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Efecan Karaca --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of gokhan emreciksin play in?,Bank Asya 1.League,Q1253508,gokhan emreciksin,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,gokhan emreciksin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Uğur Demirok play in?,Bank Asya 1.League,Q1275189,Uğur Demirok,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Uğur Demirok --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Murat Akyuez play in?,Bank Asya 1.League,Q1290838,Murat Akyuez,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Murat Akyuez --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of emrah eren play in?,Bank Asya 1.League,Q1339529,emrah eren,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,emrah eren --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Semih Kaya play in?,Bank Asya 1.League,Q1366105,Semih Kaya,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Semih Kaya --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ethem pülgir play in?,Bank Asya 1.League,Q1371178,ethem pülgir,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,ethem pülgir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yaser yildiz play in?,Bank Asya 1.League,Q1383556,yaser yildiz,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,yaser yildiz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of fatih şen play in?,Bank Asya 1.League,Q1398126,fatih şen,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,fatih şen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Zafer Cevik play in?,Bank Asya 1.League,Q140160,Zafer Cevik,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Zafer Cevik --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of kaya tarakcı play in?,Bank Asya 1.League,Q1418755,kaya tarakcı,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,kaya tarakcı --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
