question_type,question,answer,player_id,player_name,club_id,club_name,country_id,country_name,reasoning_path
pattern_a_team_country,Which country is the team of Volkan Yilmaz in?,turkiye,Q2530816,Volkan Yilmaz,Q1127498,sanica boru elâzığspor,Q43,turkiye,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Yusuf Kurtulus in?,turkiye,Q2541960,Yusuf Kurtulus,Q1127498,sanica boru elâzığspor,Q43,turkiye,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ali gutda gokdemir in?,turkiye,Q2619059,ali gutda gokdemir,Q1127498,sanica boru elâzığspor,Q43,turkiye,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of cağlar birinci in?,turkiye,Q272734,cağlar birinci,Q1127498,sanica boru elâzığspor,Q43,turkiye,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Mehmet Nas in?,turkiye,Q277944,Mehmet Nas,Q1127498,sanica boru elâzığspor,Q43,turkiye,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of sedat bayrak in?,turkiye,Q278065,sedat bayrak,Q1127498,sanica boru elâzığspor,Q43,turkiye,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ersan Gueluem in?,turkiye,Q283737,Ersan Gueluem,Q1127498,sanica boru elâzığspor,Q43,turkiye,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Onder Cengel in?,turkiye,Q297605,Onder Cengel,Q1127498,sanica boru elâzığspor,Q43,turkiye,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Özgür Özkaya in?,turkiye,Q307856,Özgür Özkaya,Q1127498,sanica boru elâzığspor,Q43,turkiye,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of murat tosun in?,turkiye,Q327428,murat tosun,Q1127498,sanica boru elâzığspor,Q43,turkiye,murat tosun --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Mehmet Boztepe in?,turkiye,Q327450,Mehmet Boztepe,Q1127498,sanica boru elâzığspor,Q43,turkiye,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Aydin Karabulut in?,turkiye,Q327454,Aydin Karabulut,Q1127498,sanica boru elâzığspor,Q43,turkiye,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Umit Tutunci in?,turkiye,Q334864,Umit Tutunci,Q1127498,sanica boru elâzığspor,Q43,turkiye,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ibrahim kas in?,turkiye,Q343331,ibrahim kas,Q1127498,sanica boru elâzığspor,Q43,turkiye,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of İlker Avcıbay in?,turkiye,Q343801,İlker Avcıbay,Q1127498,sanica boru elâzığspor,Q43,turkiye,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Adem Alkasi in?,turkiye,Q355630,Adem Alkasi,Q1127498,sanica boru elâzığspor,Q43,turkiye,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ahmet Görkem Görk in?,turkiye,Q401848,Ahmet Görkem Görk,Q1127498,sanica boru elâzığspor,Q43,turkiye,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ahmet Şahin (footballer) in?,turkiye,Q402016,Ahmet Şahin (footballer),Q1127498,sanica boru elâzığspor,Q43,turkiye,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of mustafa sarp in?,turkiye,Q426881,mustafa sarp,Q1127498,sanica boru elâzığspor,Q43,turkiye,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of rıdvan şimşek in?,turkiye,Q444822,rıdvan şimşek,Q1127498,sanica boru elâzığspor,Q43,turkiye,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Serdar Gürler in?,turkiye,Q472488,Serdar Gürler,Q1127498,sanica boru elâzığspor,Q43,turkiye,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ali olmez in?,turkiye,Q4725333,ali olmez,Q1127498,sanica boru elâzığspor,Q43,turkiye,ali olmez --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of sezer badur in?,turkiye,Q479643,sezer badur,Q1127498,sanica boru elâzığspor,Q43,turkiye,sezer badur --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of bulent bal in?,turkiye,Q5005274,bulent bal,Q1127498,sanica boru elâzığspor,Q43,turkiye,bulent bal --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of bülent ertuğrul in?,turkiye,Q526631,bülent ertuğrul,Q1127498,sanica boru elâzığspor,Q43,turkiye,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of erhan namlı in?,turkiye,Q5385859,erhan namlı,Q1127498,sanica boru elâzığspor,Q43,turkiye,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Erman Öncü in?,turkiye,Q5389873,Erman Öncü,Q1127498,sanica boru elâzığspor,Q43,turkiye,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ertugrul arslan in?,turkiye,Q5395921,ertugrul arslan,Q1127498,sanica boru elâzığspor,Q43,turkiye,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Feridun Sungur in?,turkiye,Q5444316,Feridun Sungur,Q1127498,sanica boru elâzığspor,Q43,turkiye,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Arif Şahin in?,turkiye,Q547786,Arif Şahin,Q1127498,sanica boru elâzığspor,Q43,turkiye,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of sinan ozkan in?,turkiye,Q550789,sinan ozkan,Q1127498,sanica boru elâzığspor,Q43,turkiye,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of atilla yıldırım in?,turkiye,Q551622,atilla yıldırım,Q1127498,sanica boru elâzığspor,Q43,turkiye,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of guven guneri in?,turkiye,Q5627176,guven guneri,Q1127498,sanica boru elâzığspor,Q43,turkiye,guven guneri --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Serdar Ozkan in?,turkiye,Q577265,Serdar Ozkan,Q1127498,sanica boru elâzığspor,Q43,turkiye,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of berk yıldız in?,turkiye,Q6085055,berk yıldız,Q1127498,sanica boru elâzığspor,Q43,turkiye,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Hasan Ozer in?,turkiye,Q6091261,Hasan Ozer,Q1127498,sanica boru elâzığspor,Q43,turkiye,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Kemal Ozdes in?,turkiye,Q6095974,Kemal Ozdes,Q1127498,sanica boru elâzığspor,Q43,turkiye,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of erman kılıç in?,turkiye,Q617680,erman kılıç,Q1127498,sanica boru elâzığspor,Q43,turkiye,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Tanju Kayhan in?,turkiye,Q634235,Tanju Kayhan,Q1127498,sanica boru elâzığspor,Q43,turkiye,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Korhan Ozturk in?,turkiye,Q6432248,Korhan Ozturk,Q1127498,sanica boru elâzığspor,Q43,turkiye,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Taner Yalcin in?,turkiye,Q690145,Taner Yalcin,Q1127498,sanica boru elâzığspor,Q43,turkiye,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Muharrem Uz in?,turkiye,Q6933005,Muharrem Uz,Q1127498,sanica boru elâzığspor,Q43,turkiye,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of murat selvi in?,turkiye,Q6937424,murat selvi,Q1127498,sanica boru elâzığspor,Q43,turkiye,murat selvi --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of noyan öz in?,turkiye,Q7067345,noyan öz,Q1127498,sanica boru elâzığspor,Q43,turkiye,noyan öz --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Oktay Kuday in?,turkiye,Q7082662,Oktay Kuday,Q1127498,sanica boru elâzığspor,Q43,turkiye,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Deniz Yılmaz in?,turkiye,Q71390,Deniz Yılmaz,Q1127498,sanica boru elâzığspor,Q43,turkiye,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of mehmet cakir in?,turkiye,Q725766,mehmet cakir,Q1127498,sanica boru elâzığspor,Q43,turkiye,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of atacan ozturk in?,turkiye,Q753135,atacan ozturk,Q1127498,sanica boru elâzığspor,Q43,turkiye,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Taner Demirbas in?,turkiye,Q7682558,Taner Demirbas,Q1127498,sanica boru elâzığspor,Q43,turkiye,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of serdar ozbayraktar in?,turkiye,Q775542,serdar ozbayraktar,Q1127498,sanica boru elâzığspor,Q43,turkiye,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Onur Ayık in?,turkiye,Q776593,Onur Ayık,Q1127498,sanica boru elâzığspor,Q43,turkiye,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Batuhan Karadeniz in?,turkiye,Q811050,Batuhan Karadeniz,Q1127498,sanica boru elâzığspor,Q43,turkiye,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Eser Yağmur in?,turkiye,Q820148,Eser Yağmur,Q1127498,sanica boru elâzığspor,Q43,turkiye,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Murat Kalkan in?,turkiye,Q824377,Murat Kalkan,Q1127498,sanica boru elâzığspor,Q43,turkiye,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of kenan şahin (footballer) in?,turkiye,Q836130,kenan şahin (footballer),Q1127498,sanica boru elâzığspor,Q43,turkiye,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Birol Hikmet in?,turkiye,Q865827,Birol Hikmet,Q1127498,sanica boru elâzığspor,Q43,turkiye,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Orkun Uşak in?,turkiye,Q931253,Orkun Uşak,Q1127498,sanica boru elâzığspor,Q43,turkiye,Orkun Uşak --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of orhan ak in?,turkiye,Q937898,orhan ak,Q1127498,sanica boru elâzığspor,Q43,turkiye,orhan ak --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ismail isa mustafa in?,turkiye,Q970212,ismail isa mustafa,Q1127498,sanica boru elâzığspor,Q43,turkiye,ismail isa mustafa --[member of sports team]--> sanica boru elâzığspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of egemen korkmaz in?,turkiye,Q1114411,egemen korkmaz,Q1170018,Kartalspor,Q43,turkiye,egemen korkmaz --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Enes Kubat in?,turkiye,Q1121974,Enes Kubat,Q1170018,Kartalspor,Q43,turkiye,Enes Kubat --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of deniz aslan in?,turkiye,Q1187832,deniz aslan,Q1170018,Kartalspor,Q43,turkiye,deniz aslan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Efecan Karaca in?,turkiye,Q1226018,Efecan Karaca,Q1170018,Kartalspor,Q43,turkiye,Efecan Karaca --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of gokhan emreciksin in?,turkiye,Q1253508,gokhan emreciksin,Q1170018,Kartalspor,Q43,turkiye,gokhan emreciksin --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Uğur Demirok in?,turkiye,Q1275189,Uğur Demirok,Q1170018,Kartalspor,Q43,turkiye,Uğur Demirok --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Murat Akyuez in?,turkiye,Q1290838,Murat Akyuez,Q1170018,Kartalspor,Q43,turkiye,Murat Akyuez --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of emrah eren in?,turkiye,Q1339529,emrah eren,Q1170018,Kartalspor,Q43,turkiye,emrah eren --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Semih Kaya in?,turkiye,Q1366105,Semih Kaya,Q1170018,Kartalspor,Q43,turkiye,Semih Kaya --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ethem pülgir in?,turkiye,Q1371178,ethem pülgir,Q1170018,Kartalspor,Q43,turkiye,ethem pülgir --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of yaser yildiz in?,turkiye,Q1383556,yaser yildiz,Q1170018,Kartalspor,Q43,turkiye,yaser yildiz --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of fatih şen in?,turkiye,Q1398126,fatih şen,Q1170018,Kartalspor,Q43,turkiye,fatih şen --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Zafer Cevik in?,turkiye,Q140160,Zafer Cevik,Q1170018,Kartalspor,Q43,turkiye,Zafer Cevik --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of kaya tarakcı in?,turkiye,Q1418755,kaya tarakcı,Q1170018,Kartalspor,Q43,turkiye,kaya tarakcı --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of uğur yılmaz in?,turkiye,Q15156139,uğur yılmaz,Q1170018,Kartalspor,Q43,turkiye,uğur yılmaz --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of halil zeybek in?,turkiye,Q1571121,halil zeybek,Q1170018,Kartalspor,Q43,turkiye,halil zeybek --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of mehmet gurkan ozturk in?,turkiye,Q15715544,mehmet gurkan ozturk,Q1170018,Kartalspor,Q43,turkiye,mehmet gurkan ozturk --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of haydar yılmaz in?,turkiye,Q1591836,haydar yılmaz,Q1170018,Kartalspor,Q43,turkiye,haydar yılmaz --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Cem Tosun in?,turkiye,Q16727888,Cem Tosun,Q1170018,Kartalspor,Q43,turkiye,Cem Tosun --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Fahri Tatan in?,turkiye,Q178148,Fahri Tatan,Q1170018,Kartalspor,Q43,turkiye,Fahri Tatan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Mehmet Uslu in?,turkiye,Q1795846,Mehmet Uslu,Q1170018,Kartalspor,Q43,turkiye,Mehmet Uslu --[member of sports team]--> Kartalspor --[country]--> turkiye
