question_type,question,answer,player_id,player_name,club_id,club_name,city_id,city_name,reasoning_path
pattern_b_team_city,In which city is the team of goksu turkdogan headquartered?,mamuretuelaziz,Q1401074,goksu turkdogan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,goksu turkdogan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Ferhat Odabaşı headquartered?,mamuretuelaziz,Q1406254,Ferhat Odabaşı,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Ferhat Odabaşı --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Yavuz Eraydin headquartered?,mamuretuelaziz,Q1419830,Yavuz Eraydin,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Yavuz Eraydin --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of erol erdal alkan headquartered?,mamuretuelaziz,Q15651896,erol erdal alkan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,erol erdal alkan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of hasan hakan hacıbektaşoğlu headquartered?,mamuretuelaziz,Q1569824,hasan hakan hacıbektaşoğlu,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,hasan hakan hacıbektaşoğlu --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of hakan söyler headquartered?,mamuretuelaziz,Q1569840,hakan söyler,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,hakan söyler --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of halil akbunar headquartered?,mamuretuelaziz,Q1571109,halil akbunar,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,halil akbunar --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of çağlayan alpsatan headquartered?,mamuretuelaziz,Q15855969,çağlayan alpsatan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,çağlayan alpsatan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of muhammed ali doğan headquartered?,mamuretuelaziz,Q15879323,muhammed ali doğan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,muhammed ali doğan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Veysel Aksu headquartered?,mamuretuelaziz,Q1622596,Veysel Aksu,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Veysel Aksu --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Muhammet Akyildiz headquartered?,mamuretuelaziz,Q16909049,Muhammet Akyildiz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Muhammet Akyildiz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of kemal tokak headquartered?,mamuretuelaziz,Q1699998,kemal tokak,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,kemal tokak --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Köksal Yedek headquartered?,mamuretuelaziz,Q1748946,Köksal Yedek,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Köksal Yedek --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of çağlar şahin akbaba headquartered?,mamuretuelaziz,Q18030084,çağlar şahin akbaba,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,çağlar şahin akbaba --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,"In which city is the team of Kilinc, David headquartered?",mamuretuelaziz,Q18411280,"Kilinc, David",Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,"Kilinc, David --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz"
pattern_b_team_city,In which city is the team of Zeki Korkmaz headquartered?,mamuretuelaziz,Q187264,Zeki Korkmaz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Zeki Korkmaz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of mehmet al headquartered?,mamuretuelaziz,Q1917306,mehmet al,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,mehmet al --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Mehmet Turkmehmet headquartered?,mamuretuelaziz,Q1917362,Mehmet Turkmehmet,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Mehmet Turkmehmet --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of sözgelmez headquartered?,mamuretuelaziz,Q1953556,sözgelmez,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,sözgelmez --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of miško mirkovic headquartered?,mamuretuelaziz,Q1985766,miško mirkovic,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,miško mirkovic --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Kulbilge headquartered?,mamuretuelaziz,Q2000793,Kulbilge,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Kulbilge --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of nurullah saglam headquartered?,mamuretuelaziz,Q2005435,nurullah saglam,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,nurullah saglam --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of oguzhan bahadir headquartered?,mamuretuelaziz,Q2043180,oguzhan bahadir,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,oguzhan bahadir --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Richard Kingson headquartered?,mamuretuelaziz,Q217097,Richard Kingson,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Richard Kingson --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Bahadir Ozturk headquartered?,mamuretuelaziz,Q22342693,Bahadir Ozturk,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Bahadir Ozturk --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,"In which city is the team of ağçay, sedat headquartered?",mamuretuelaziz,Q2264245,"ağçay, sedat",Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,"ağçay, sedat --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz"
pattern_b_team_city,In which city is the team of tolga özgen headquartered?,mamuretuelaziz,Q2439273,tolga özgen,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,tolga özgen --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of zulkuf ozer headquartered?,mamuretuelaziz,Q248064,zulkuf ozer,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,zulkuf ozer --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Volkan Yilmaz headquartered?,mamuretuelaziz,Q2530816,Volkan Yilmaz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Yusuf Kurtulus headquartered?,mamuretuelaziz,Q2541960,Yusuf Kurtulus,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of ali gutda gokdemir headquartered?,mamuretuelaziz,Q2619059,ali gutda gokdemir,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of cağlar birinci headquartered?,mamuretuelaziz,Q272734,cağlar birinci,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Mehmet Nas headquartered?,mamuretuelaziz,Q277944,Mehmet Nas,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of sedat bayrak headquartered?,mamuretuelaziz,Q278065,sedat bayrak,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Ersan Gueluem headquartered?,mamuretuelaziz,Q283737,Ersan Gueluem,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Onder Cengel headquartered?,mamuretuelaziz,Q297605,Onder Cengel,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Özgür Özkaya headquartered?,mamuretuelaziz,Q307856,Özgür Özkaya,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of murat tosun headquartered?,mamuretuelaziz,Q327428,murat tosun,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,murat tosun --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Mehmet Boztepe headquartered?,mamuretuelaziz,Q327450,Mehmet Boztepe,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Aydin Karabulut headquartered?,mamuretuelaziz,Q327454,Aydin Karabulut,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Umit Tutunci headquartered?,mamuretuelaziz,Q334864,Umit Tutunci,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of ibrahim kas headquartered?,mamuretuelaziz,Q343331,ibrahim kas,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of İlker Avcıbay headquartered?,mamuretuelaziz,Q343801,İlker Avcıbay,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Adem Alkasi headquartered?,mamuretuelaziz,Q355630,Adem Alkasi,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Ahmet Görkem Görk headquartered?,mamuretuelaziz,Q401848,Ahmet Görkem Görk,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Ahmet Şahin (footballer) headquartered?,mamuretuelaziz,Q402016,Ahmet Şahin (footballer),Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of mustafa sarp headquartered?,mamuretuelaziz,Q426881,mustafa sarp,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of rıdvan şimşek headquartered?,mamuretuelaziz,Q444822,rıdvan şimşek,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Serdar Gürler headquartered?,mamuretuelaziz,Q472488,Serdar Gürler,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of ali olmez headquartered?,mamuretuelaziz,Q4725333,ali olmez,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,ali olmez --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of sezer badur headquartered?,mamuretuelaziz,Q479643,sezer badur,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,sezer badur --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of bulent bal headquartered?,mamuretuelaziz,Q5005274,bulent bal,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,bulent bal --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of bülent ertuğrul headquartered?,mamuretuelaziz,Q526631,bülent ertuğrul,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of erhan namlı headquartered?,mamuretuelaziz,Q5385859,erhan namlı,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Erman Öncü headquartered?,mamuretuelaziz,Q5389873,Erman Öncü,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of ertugrul arslan headquartered?,mamuretuelaziz,Q5395921,ertugrul arslan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Feridun Sungur headquartered?,mamuretuelaziz,Q5444316,Feridun Sungur,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Arif Şahin headquartered?,mamuretuelaziz,Q547786,Arif Şahin,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of sinan ozkan headquartered?,mamuretuelaziz,Q550789,sinan ozkan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of atilla yıldırım headquartered?,mamuretuelaziz,Q551622,atilla yıldırım,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of guven guneri headquartered?,mamuretuelaziz,Q5627176,guven guneri,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,guven guneri --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Serdar Ozkan headquartered?,mamuretuelaziz,Q577265,Serdar Ozkan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of berk yıldız headquartered?,mamuretuelaziz,Q6085055,berk yıldız,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Hasan Ozer headquartered?,mamuretuelaziz,Q6091261,Hasan Ozer,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Kemal Ozdes headquartered?,mamuretuelaziz,Q6095974,Kemal Ozdes,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of erman kılıç headquartered?,mamuretuelaziz,Q617680,erman kılıç,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Tanju Kayhan headquartered?,mamuretuelaziz,Q634235,Tanju Kayhan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Korhan Ozturk headquartered?,mamuretuelaziz,Q6432248,Korhan Ozturk,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Taner Yalcin headquartered?,mamuretuelaziz,Q690145,Taner Yalcin,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Muharrem Uz headquartered?,mamuretuelaziz,Q6933005,Muharrem Uz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of murat selvi headquartered?,mamuretuelaziz,Q6937424,murat selvi,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,murat selvi --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of noyan öz headquartered?,mamuretuelaziz,Q7067345,noyan öz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,noyan öz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Oktay Kuday headquartered?,mamuretuelaziz,Q7082662,Oktay Kuday,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Deniz Yılmaz headquartered?,mamuretuelaziz,Q71390,Deniz Yılmaz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of mehmet cakir headquartered?,mamuretuelaziz,Q725766,mehmet cakir,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of atacan ozturk headquartered?,mamuretuelaziz,Q753135,atacan ozturk,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Taner Demirbas headquartered?,mamuretuelaziz,Q7682558,Taner Demirbas,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of serdar ozbayraktar headquartered?,mamuretuelaziz,Q775542,serdar ozbayraktar,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Onur Ayık headquartered?,mamuretuelaziz,Q776593,Onur Ayık,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Batuhan Karadeniz headquartered?,mamuretuelaziz,Q811050,Batuhan Karadeniz,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Eser Yağmur headquartered?,mamuretuelaziz,Q820148,Eser Yağmur,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Murat Kalkan headquartered?,mamuretuelaziz,Q824377,Murat Kalkan,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of kenan şahin (footballer) headquartered?,mamuretuelaziz,Q836130,kenan şahin (footballer),Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Birol Hikmet headquartered?,mamuretuelaziz,Q865827,Birol Hikmet,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of Orkun Uşak headquartered?,mamuretuelaziz,Q931253,Orkun Uşak,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,Orkun Uşak --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of orhan ak headquartered?,mamuretuelaziz,Q937898,orhan ak,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,orhan ak --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of ismail isa mustafa headquartered?,mamuretuelaziz,Q970212,ismail isa mustafa,Q1127498,sanica boru elâzığspor,Q174060,mamuretuelaziz,ismail isa mustafa --[member of sports team]--> sanica boru elâzığspor --[headquarters location]--> mamuretuelaziz
pattern_b_team_city,In which city is the team of egemen korkmaz headquartered?,istanbul (turkey),Q1114411,egemen korkmaz,Q1170018,Kartalspor,Q406,istanbul (turkey),egemen korkmaz --[member of sports team]--> Kartalspor --[headquarters location]--> istanbul (turkey)
pattern_b_team_city,In which city is the team of Enes Kubat headquartered?,istanbul (turkey),Q1121974,Enes Kubat,Q1170018,Kartalspor,Q406,istanbul (turkey),Enes Kubat --[member of sports team]--> Kartalspor --[headquarters location]--> istanbul (turkey)
